LAST UPDATE,nrg_bal,geo,TIME_PERIOD,pc of renewable energy in elec usage,Price of kwh elec for medium sized hh,change in renen usage over 10 years,change in elec price over 10 years
19/04/2022 23:00,REN_ELC,Czechia,2006,4.096,,,
19/04/2022 23:00,REN_ELC,Czechia,2007,4.621,,,
19/04/2022 23:00,REN_ELC,Czechia,2008,5.182,,,
19/04/2022 23:00,REN_ELC,Czechia,2009,6.378,,,
19/04/2022 23:00,REN_ELC,Czechia,2010,7.516,0.1496,,
19/04/2022 23:00,REN_ELC,Czechia,2011,10.61,0.1659,,
19/04/2022 23:00,REN_ELC,Czechia,2012,11.667,0.1664,,
19/04/2022 23:00,REN_ELC,Czechia,2013,12.781,0.1681,,
19/04/2022 23:00,REN_ELC,Czechia,2014,13.89,0.1388,,
19/04/2022 23:00,REN_ELC,Czechia,2015,14.072,0.1385,,
19/04/2022 23:00,REN_ELC,Czechia,2016,13.615,0.142,,
19/04/2022 23:00,REN_ELC,Czechia,2017,13.654,0.1438,,
19/04/2022 23:00,REN_ELC,Czechia,2018,13.711,0.1573,,
19/04/2022 23:00,REN_ELC,Czechia,2019,14.047,0.1748,,
19/04/2022 23:00,REN_ELC,Czechia,2020,14.81,0.1841,97.04630122,23.06149733
19/04/2022 23:00,REN_ELC,Germany,2004,9.436,,,
19/04/2022 23:00,REN_ELC,Germany,2005,10.577,,,
19/04/2022 23:00,REN_ELC,Germany,2006,11.944,,,
19/04/2022 23:00,REN_ELC,Germany,2007,13.727,,,
19/04/2022 23:00,REN_ELC,Germany,2008,15.142,,,
19/04/2022 23:00,REN_ELC,Germany,2009,17.521,,,
19/04/2022 23:00,REN_ELC,Germany,2010,18.241,0.2375,,
19/04/2022 23:00,REN_ELC,Germany,2011,20.93,0.2528,,
19/04/2022 23:00,REN_ELC,Germany,2012,23.605,0.2595,,
19/04/2022 23:00,REN_ELC,Germany,2013,25.284,0.2919,,
19/04/2022 23:00,REN_ELC,Germany,2014,28.172,0.2981,,
19/04/2022 23:00,REN_ELC,Germany,2015,30.882,0.2951,,
19/04/2022 23:00,REN_ELC,Germany,2016,32.273,0.2969,,
19/04/2022 23:00,REN_ELC,Germany,2017,34.612,0.3048,,
19/04/2022 23:00,REN_ELC,Germany,2018,37.591,0.2987,,
19/04/2022 23:00,REN_ELC,Germany,2019,40.604,0.3088,,
19/04/2022 23:00,REN_ELC,Germany,2020,44.696,0.3043,145.030426,28.12631579
19/04/2022 23:00,REN_ELC,Denmark,2004,23.754,,,
19/04/2022 23:00,REN_ELC,Denmark,2005,24.647,,,
19/04/2022 23:00,REN_ELC,Denmark,2006,23.966,,,
19/04/2022 23:00,REN_ELC,Denmark,2007,25.001,,,
19/04/2022 23:00,REN_ELC,Denmark,2008,25.936,,,
19/04/2022 23:00,REN_ELC,Denmark,2009,28.257,,,
19/04/2022 23:00,REN_ELC,Denmark,2010,32.735,0.267,,
19/04/2022 23:00,REN_ELC,Denmark,2011,35.874,0.2908,,
19/04/2022 23:00,REN_ELC,Denmark,2012,38.716,0.2997,,
19/04/2022 23:00,REN_ELC,Denmark,2013,43.084,0.3,,
19/04/2022 23:00,REN_ELC,Denmark,2014,48.493,0.3042,,
19/04/2022 23:00,REN_ELC,Denmark,2015,51.292,0.3068,,
19/04/2022 23:00,REN_ELC,Denmark,2016,53.717,0.3088,,
19/04/2022 23:00,REN_ELC,Denmark,2017,59.94,0.3049,,
19/04/2022 23:00,REN_ELC,Denmark,2018,62.394,0.3126,,
19/04/2022 23:00,REN_ELC,Denmark,2019,65.348,0.2984,,
19/04/2022 23:00,REN_ELC,Denmark,2020,65.323,0.2833,99.55093936,6.104868914
19/04/2022 23:00,REN_ELC,EA19,2004,14.594,,,
19/04/2022 23:00,REN_ELC,EA19,2005,15.173,,,
19/04/2022 23:00,REN_ELC,EA19,2006,15.799,,,
19/04/2022 23:00,REN_ELC,EA19,2007,16.609,,,
19/04/2022 23:00,REN_ELC,EA19,2008,17.587,,,
19/04/2022 23:00,REN_ELC,EA19,2009,19.644,,,
19/04/2022 23:00,REN_ELC,EA19,2010,20.339,0.1761,,
19/04/2022 23:00,REN_ELC,EA19,2011,22.467,0.1893,,
19/04/2022 23:00,REN_ELC,EA19,2012,24.328,0.1972,,
19/04/2022 23:00,REN_ELC,EA19,2013,26.003,0.2112,,
19/04/2022 23:00,REN_ELC,EA19,2014,27.89,0.2161,,
19/04/2022 23:00,REN_ELC,EA19,2015,28.909,0.2199,,
19/04/2022 23:00,REN_ELC,EA19,2016,29.554,0.2162,,
19/04/2022 23:00,REN_ELC,EA19,2017,30.637,0.2208,,
19/04/2022 23:00,REN_ELC,EA19,2018,31.804,0.222,,
19/04/2022 23:00,REN_ELC,EA19,2019,33.751,0.2295,,
19/04/2022 23:00,REN_ELC,EA19,2020,37.554,0.2263,84.64034613,28.50653038
19/04/2022 23:00,REN_ELC,Estonia,2004,0.546,,,
19/04/2022 23:00,REN_ELC,Estonia,2005,1.127,,,
19/04/2022 23:00,REN_ELC,Estonia,2006,1.428,,,
19/04/2022 23:00,REN_ELC,Estonia,2007,1.432,,,
19/04/2022 23:00,REN_ELC,Estonia,2008,1.972,,,
19/04/2022 23:00,REN_ELC,Estonia,2009,5.966,,,
19/04/2022 23:00,REN_ELC,Estonia,2010,10.294,0.097,,
19/04/2022 23:00,REN_ELC,Estonia,2011,12.199,0.0973,,
19/04/2022 23:00,REN_ELC,Estonia,2012,15.67,0.1096,,
19/04/2022 23:00,REN_ELC,Estonia,2013,12.948,0.1351,,
19/04/2022 23:00,REN_ELC,Estonia,2014,14.017,0.1307,,
19/04/2022 23:00,REN_ELC,Estonia,2015,16.152,0.1302,,
19/04/2022 23:00,REN_ELC,Estonia,2016,16.194,0.1208,,
19/04/2022 23:00,REN_ELC,Estonia,2017,17.583,0.1207,,
19/04/2022 23:00,REN_ELC,Estonia,2018,19.679,0.1348,,
19/04/2022 23:00,REN_ELC,Estonia,2019,21.998,0.1357,,
19/04/2022 23:00,REN_ELC,Estonia,2020,28.293,0.1236,174.8494269,27.42268041
19/04/2022 23:00,REN_ELC,Greece,2004,7.842,,,
19/04/2022 23:00,REN_ELC,Greece,2005,8.213,,,
19/04/2022 23:00,REN_ELC,Greece,2006,8.925,,,
19/04/2022 23:00,REN_ELC,Greece,2007,9.33,,,
19/04/2022 23:00,REN_ELC,Greece,2008,9.646,,,
19/04/2022 23:00,REN_ELC,Greece,2009,11.016,,,
19/04/2022 23:00,REN_ELC,Greece,2010,12.307,0.1181,,
19/04/2022 23:00,REN_ELC,Greece,2011,13.81,0.125,,
19/04/2022 23:00,REN_ELC,Greece,2012,16.364,0.1391,,
19/04/2022 23:00,REN_ELC,Greece,2013,21.241,0.1563,,
19/04/2022 23:00,REN_ELC,Greece,2014,21.923,0.1767,,
19/04/2022 23:00,REN_ELC,Greece,2015,22.089,0.1767,,
19/04/2022 23:00,REN_ELC,Greece,2016,22.658,0.1716,,
19/04/2022 23:00,REN_ELC,Greece,2017,24.465,0.1711,,
19/04/2022 23:00,REN_ELC,Greece,2018,26.001,0.1672,,
19/04/2022 23:00,REN_ELC,Greece,2019,31.295,0.1595,,
19/04/2022 23:00,REN_ELC,Greece,2020,35.856,0.1674,191.3463882,41.7442845
19/04/2022 23:00,REN_ELC,Spain,2004,19.018,,,
19/04/2022 23:00,REN_ELC,Spain,2005,19.166,,,
19/04/2022 23:00,REN_ELC,Spain,2006,20.027,,,
19/04/2022 23:00,REN_ELC,Spain,2007,21.718,,,
19/04/2022 23:00,REN_ELC,Spain,2008,23.777,,,
19/04/2022 23:00,REN_ELC,Spain,2009,27.882,,,
19/04/2022 23:00,REN_ELC,Spain,2010,29.748,0.1728,,
19/04/2022 23:00,REN_ELC,Spain,2011,31.53,0.1981,,
19/04/2022 23:00,REN_ELC,Spain,2012,33.438,0.219,,
19/04/2022 23:00,REN_ELC,Spain,2013,36.027,0.2228,,
19/04/2022 23:00,REN_ELC,Spain,2014,37.128,0.2165,,
19/04/2022 23:00,REN_ELC,Spain,2015,36.972,0.2309,,
19/04/2022 23:00,REN_ELC,Spain,2016,36.676,0.2185,,
19/04/2022 23:00,REN_ELC,Spain,2017,36.465,0.2296,,
19/04/2022 23:00,REN_ELC,Spain,2018,35.236,0.2383,,
19/04/2022 23:00,REN_ELC,Spain,2019,37.131,0.2403,,
19/04/2022 23:00,REN_ELC,Spain,2020,42.944,0.2239,44.35928466,29.57175926
19/04/2022 23:00,REN_ELC,EU27_2020,2004,15.871,,,
19/04/2022 23:00,REN_ELC,EU27_2020,2005,16.402,,,
19/04/2022 23:00,REN_ELC,EU27_2020,2006,16.879,,,
19/04/2022 23:00,REN_ELC,EU27_2020,2007,17.647,,,
19/04/2022 23:00,REN_ELC,EU27_2020,2008,18.526,,,
19/04/2022 23:00,REN_ELC,EU27_2020,2009,20.654,,,
19/04/2022 23:00,REN_ELC,EU27_2020,2010,21.283,0.1725,,
19/04/2022 23:00,REN_ELC,EU27_2020,2011,23.3,0.1858,,
19/04/2022 23:00,REN_ELC,EU27_2020,2012,25.138,0.1916,,
19/04/2022 23:00,REN_ELC,EU27_2020,2013,26.769,0.2042,,
19/04/2022 23:00,REN_ELC,EU27_2020,2014,28.601,0.2058,,
19/04/2022 23:00,REN_ELC,EU27_2020,2015,29.655,0.2083,,
19/04/2022 23:00,REN_ELC,EU27_2020,2016,30.172,0.2051,,
19/04/2022 23:00,REN_ELC,EU27_2020,2017,31.104,0.2086,,
19/04/2022 23:00,REN_ELC,EU27_2020,2018,32.134,0.2099,,
19/04/2022 23:00,REN_ELC,EU27_2020,2019,34.086,0.217,,
19/04/2022 23:00,REN_ELC,EU27_2020,2020,37.482,0.2134,76.11239017,23.71014493
19/04/2022 23:00,REN_ELC,Finland,2004,26.711,,,
19/04/2022 23:00,REN_ELC,Finland,2005,26.918,,,
19/04/2022 23:00,REN_ELC,Finland,2006,26.42,,,
19/04/2022 23:00,REN_ELC,Finland,2007,25.468,,,
19/04/2022 23:00,REN_ELC,Finland,2008,26.745,,,
19/04/2022 23:00,REN_ELC,Finland,2009,26.822,,,
19/04/2022 23:00,REN_ELC,Finland,2010,27.216,0.1325,,
19/04/2022 23:00,REN_ELC,Finland,2011,28.964,0.154,,
19/04/2022 23:00,REN_ELC,Finland,2012,29.11,0.1549,,
19/04/2022 23:00,REN_ELC,Finland,2013,30.543,0.1578,,
19/04/2022 23:00,REN_ELC,Finland,2014,31.114,0.1563,,
19/04/2022 23:00,REN_ELC,Finland,2015,32.207,0.1552,,
19/04/2022 23:00,REN_ELC,Finland,2016,32.716,0.1541,,
19/04/2022 23:00,REN_ELC,Finland,2017,35.044,0.1581,,
19/04/2022 23:00,REN_ELC,Finland,2018,36.539,0.1612,,
19/04/2022 23:00,REN_ELC,Finland,2019,37.969,0.1734,,
19/04/2022 23:00,REN_ELC,Finland,2020,39.564,0.174,45.37037037,31.32075472
19/04/2022 23:00,REN_ELC,France,2004,13.782,,,
19/04/2022 23:00,REN_ELC,France,2005,13.738,,,
19/04/2022 23:00,REN_ELC,France,2006,14.058,,,
19/04/2022 23:00,REN_ELC,France,2007,14.289,,,
19/04/2022 23:00,REN_ELC,France,2008,14.358,,,
19/04/2022 23:00,REN_ELC,France,2009,15.088,,,
19/04/2022 23:00,REN_ELC,France,2010,14.815,0.1283,,
19/04/2022 23:00,REN_ELC,France,2011,16.18,0.1383,,
19/04/2022 23:00,REN_ELC,France,2012,16.548,0.1392,,
19/04/2022 23:00,REN_ELC,France,2013,16.977,0.1524,,
19/04/2022 23:00,REN_ELC,France,2014,18.465,0.1585,,
19/04/2022 23:00,REN_ELC,France,2015,18.821,0.1676,,
19/04/2022 23:00,REN_ELC,France,2016,19.209,0.1685,,
19/04/2022 23:00,REN_ELC,France,2017,19.933,0.1704,,
19/04/2022 23:00,REN_ELC,France,2018,21.131,0.1748,,
19/04/2022 23:00,REN_ELC,France,2019,22.389,0.1778,,
19/04/2022 23:00,REN_ELC,France,2020,24.819,0.1893,67.52615592,47.54481684
19/04/2022 23:00,REN_ELC,Croatia,2004,35.027,,,
19/04/2022 23:00,REN_ELC,Croatia,2005,35.184,,,
19/04/2022 23:00,REN_ELC,Croatia,2006,34.818,,,
19/04/2022 23:00,REN_ELC,Croatia,2007,33.976,,,
19/04/2022 23:00,REN_ELC,Croatia,2008,33.865,,,
19/04/2022 23:00,REN_ELC,Croatia,2009,35.877,,,
19/04/2022 23:00,REN_ELC,Croatia,2010,37.521,0.1151,,
19/04/2022 23:00,REN_ELC,Croatia,2011,37.592,0.1137,,
19/04/2022 23:00,REN_ELC,Croatia,2012,38.764,0.1208,,
19/04/2022 23:00,REN_ELC,Croatia,2013,42.077,0.1372,,
19/04/2022 23:00,REN_ELC,Croatia,2014,45.241,0.1312,,
19/04/2022 23:00,REN_ELC,Croatia,2015,45.409,0.1317,,
19/04/2022 23:00,REN_ELC,Croatia,2016,46.667,0.1311,,
19/04/2022 23:00,REN_ELC,Croatia,2017,46.437,0.1196,,
19/04/2022 23:00,REN_ELC,Croatia,2018,48.139,0.1311,,
19/04/2022 23:00,REN_ELC,Croatia,2019,49.783,0.1321,,
19/04/2022 23:00,REN_ELC,Croatia,2020,53.816,0.1301,43.42901309,13.03214596
19/04/2022 23:00,REN_ELC,Hungary,2004,2.22,,,
19/04/2022 23:00,REN_ELC,Hungary,2005,4.419,,,
19/04/2022 23:00,REN_ELC,Hungary,2006,3.453,,,
19/04/2022 23:00,REN_ELC,Hungary,2007,4.193,,,
19/04/2022 23:00,REN_ELC,Hungary,2008,5.317,,,
19/04/2022 23:00,REN_ELC,Hungary,2009,6.958,,,
19/04/2022 23:00,REN_ELC,Hungary,2010,7.103,0.1701,,
19/04/2022 23:00,REN_ELC,Hungary,2011,6.379,0.1682,,
19/04/2022 23:00,REN_ELC,Hungary,2012,6.057,0.1549,,
19/04/2022 23:00,REN_ELC,Hungary,2013,6.6,0.1397,,
19/04/2022 23:00,REN_ELC,Hungary,2014,7.305,0.1202,,
19/04/2022 23:00,REN_ELC,Hungary,2015,7.341,0.1127,,
19/04/2022 23:00,REN_ELC,Hungary,2016,7.292,0.1114,,
19/04/2022 23:00,REN_ELC,Hungary,2017,7.513,0.1125,,
19/04/2022 23:00,REN_ELC,Hungary,2018,8.306,0.1123,,
19/04/2022 23:00,REN_ELC,Hungary,2019,9.969,0.112,,
19/04/2022 23:00,REN_ELC,Hungary,2020,11.904,0.1031,67.59115867,-39.38859494
19/04/2022 23:00,REN_ELC,Ireland,2004,6.031,,,
19/04/2022 23:00,REN_ELC,Ireland,2005,7.196,,,
19/04/2022 23:00,REN_ELC,Ireland,2006,8.505,,,
19/04/2022 23:00,REN_ELC,Ireland,2007,9.534,,,
19/04/2022 23:00,REN_ELC,Ireland,2008,10.822,,,
19/04/2022 23:00,REN_ELC,Ireland,2009,14.061,,,
19/04/2022 23:00,REN_ELC,Ireland,2010,15.642,0.1804,,
19/04/2022 23:00,REN_ELC,Ireland,2011,18.252,0.1901,,
19/04/2022 23:00,REN_ELC,Ireland,2012,19.838,0.2155,,
19/04/2022 23:00,REN_ELC,Ireland,2013,20.96,0.2295,,
19/04/2022 23:00,REN_ELC,Ireland,2014,23.32,0.2407,,
19/04/2022 23:00,REN_ELC,Ireland,2015,25.725,0.2426,,
19/04/2022 23:00,REN_ELC,Ireland,2016,27.069,0.232,,
19/04/2022 23:00,REN_ELC,Ireland,2017,30.318,0.2305,,
19/04/2022 23:00,REN_ELC,Ireland,2018,33.317,0.2369,,
19/04/2022 23:00,REN_ELC,Ireland,2019,36.46,0.2423,,
19/04/2022 23:00,REN_ELC,Ireland,2020,39.055,0.2413,149.6803478,33.75831486
19/04/2022 23:00,REN_ELC,Iceland,2004,93.148,,,
19/04/2022 23:00,REN_ELC,Iceland,2005,94.928,,,
19/04/2022 23:00,REN_ELC,Iceland,2006,93.497,,,
19/04/2022 23:00,REN_ELC,Iceland,2007,113.7,,,
19/04/2022 23:00,REN_ELC,Iceland,2008,90.847,,,
19/04/2022 23:00,REN_ELC,Iceland,2009,92.861,,,
19/04/2022 23:00,REN_ELC,Iceland,2010,92.419,,,
19/04/2022 23:00,REN_ELC,Iceland,2011,93.915,,,
19/04/2022 23:00,REN_ELC,Iceland,2012,95.422,0.111,,
19/04/2022 23:00,REN_ELC,Iceland,2013,96.719,0.1053,,
19/04/2022 23:00,REN_ELC,Iceland,2014,97.063,0.1133,,
19/04/2022 23:00,REN_ELC,Iceland,2015,93.11,0.1197,,
19/04/2022 23:00,REN_ELC,Iceland,2016,95.31,0.1312,,
19/04/2022 23:00,REN_ELC,Iceland,2017,93.376,0.1598,,
19/04/2022 23:00,REN_ELC,Iceland,2018,98.497,0.1545,,
19/04/2022 23:00,REN_ELC,Iceland,2019,100.64,0.1429,,
19/04/2022 23:00,REN_ELC,Iceland,2020,102.709,0.1341,7.636603718,20.81081081
19/04/2022 23:00,REN_ELC,Italy,2004,16.086,,,
19/04/2022 23:00,REN_ELC,Italy,2005,16.293,,,
19/04/2022 23:00,REN_ELC,Italy,2006,15.926,,,
19/04/2022 23:00,REN_ELC,Italy,2007,15.954,,,
19/04/2022 23:00,REN_ELC,Italy,2008,16.645,,,
19/04/2022 23:00,REN_ELC,Italy,2009,18.807,,,
19/04/2022 23:00,REN_ELC,Italy,2010,20.091,0.1965,,
19/04/2022 23:00,REN_ELC,Italy,2011,23.547,0.1987,,
19/04/2022 23:00,REN_ELC,Italy,2012,27.42,0.2132,,
19/04/2022 23:00,REN_ELC,Italy,2013,31.302,0.2292,,
19/04/2022 23:00,REN_ELC,Italy,2014,33.42,0.2446,,
19/04/2022 23:00,REN_ELC,Italy,2015,33.459,0.245,,
19/04/2022 23:00,REN_ELC,Italy,2016,34.012,0.2342,,
19/04/2022 23:00,REN_ELC,Italy,2017,34.104,0.2132,,
19/04/2022 23:00,REN_ELC,Italy,2018,33.93,0.2067,,
19/04/2022 23:00,REN_ELC,Italy,2019,34.969,0.2301,,
19/04/2022 23:00,REN_ELC,Italy,2020,38.081,0.2226,89.54258126,13.28244275
19/04/2022 23:00,REN_ELC,Lithuania,2004,3.587,,,
19/04/2022 23:00,REN_ELC,Lithuania,2005,3.831,,,
19/04/2022 23:00,REN_ELC,Lithuania,2006,4.016,,,
19/04/2022 23:00,REN_ELC,Lithuania,2007,4.653,,,
19/04/2022 23:00,REN_ELC,Lithuania,2008,4.915,,,
19/04/2022 23:00,REN_ELC,Lithuania,2009,5.869,,,
19/04/2022 23:00,REN_ELC,Lithuania,2010,7.401,0.1156,,
19/04/2022 23:00,REN_ELC,Lithuania,2011,9.02,0.1214,,
19/04/2022 23:00,REN_ELC,Lithuania,2012,10.876,0.126,,
19/04/2022 23:00,REN_ELC,Lithuania,2013,13.149,0.137,,
19/04/2022 23:00,REN_ELC,Lithuania,2014,13.705,0.133,,
19/04/2022 23:00,REN_ELC,Lithuania,2015,15.543,0.1256,,
19/04/2022 23:00,REN_ELC,Lithuania,2016,16.872,0.1231,,
19/04/2022 23:00,REN_ELC,Lithuania,2017,18.255,0.1116,,
19/04/2022 23:00,REN_ELC,Lithuania,2018,18.408,0.1097,,
19/04/2022 23:00,REN_ELC,Lithuania,2019,18.79,0.1255,,
19/04/2022 23:00,REN_ELC,Lithuania,2020,20.166,0.1426,172.4766923,23.35640138
19/04/2022 23:00,REN_ELC,Luxembourg,2004,2.765,,,
19/04/2022 23:00,REN_ELC,Luxembourg,2005,3.179,,,
19/04/2022 23:00,REN_ELC,Luxembourg,2006,3.172,,,
19/04/2022 23:00,REN_ELC,Luxembourg,2007,3.305,,,
19/04/2022 23:00,REN_ELC,Luxembourg,2008,3.581,,,
19/04/2022 23:00,REN_ELC,Luxembourg,2009,4.105,,,
19/04/2022 23:00,REN_ELC,Luxembourg,2010,3.786,0.1726,,
19/04/2022 23:00,REN_ELC,Luxembourg,2011,4.075,0.1678,,
19/04/2022 23:00,REN_ELC,Luxembourg,2012,4.66,0.1696,,
